artist_id,name,artist_popularity,followers,genres
5nrAu9uBcj8NcdZHo09qG9,Le Matos,46,20195,"['deep chiptune', 'filter house', 'montreal indie', 'retro electro']"
06nsZ3qSOYZ2hPVIMcr1IN,J.J. Cale,62,262503,"['blues', 'blues-rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']"
7okniEZkjEUIZXNpsVKjI1,Frankie Boyle,40,10081,['british comedy']
4rF4i4F38q4SppARP95ftj,Tom Simmons,14,164,[]
3YPMYCdGVCZz2xLDUbR3TY,Nick Fiorucci,20,1743,[]
6DDNohapJwOaBOCWQanVvf,Branzei,23,237,[]
6zpNfYJcPavd1pqLXKiSvl,Edson & Hudson,58,575707,"['pagode', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
26hVc4pAHA9g5tO1bqEZ0k,Olivier Latry,33,1875,['classical organ']
3hYaK5FF3YAglCj5HZgBnP,Jimmy Carr,41,14288,"['british comedy', 'comedy']"
5aAJhXtrFlRSDzZmCktcXQ,Prince Paris,40,19164,[]
7uLlA3ipeSM7lUSmrh455d,BiGz,2,0,[]
3w0Wd4EKdp7NWZMlpENhWA,Eddie Izzard,42,22605,"['british comedy', 'comedy', 'comic']"
1n6p9tBHDJO0fJxUFSpzZ9,Christopher Lyndon-Gee,25,36,[]
495JzkPWUCyhbtB8fPVb4Z,The Crushboys,35,70,[]
5kd3KjfO9uFcNDvuGJRXsU,Who,23,41,[]
0Dt97GvTO4dxdBYqyxLwLY,Lilianna Wilde,48,4410,['indie electro-pop']
23RJ7EjfENbbTYfeSv3dn0,Vincent Ho,16,39,"['21st century classical', 'canadian classical']"
2xiHxT5QkkxHVhljrRGbW9,Four80East,36,5304,['smooth jazz']
1bgWqGp78w6C8CNPvD6Qlo,Fwlr,39,1644,['catstep']
6axMdK6CMrflOfVyBPfkQz,Caelum,0,5,[]
6U7MOIhacysUEnfJ41WfhC,Nathan Micay,23,759,['experimental house']
43FYSn3r67DxBxze4Ph6mQ,Winnipeg Symphony Orchestra,15,111,['orchestra']
2JZqBRq8o4XiOOtlDv9AFE,Twigg,10,14,[]
4Mimpitmj37SlrxLkLrT4Q,RetroBlue,30,197,[]
7LjoOGD9rMWkR8clGUu2Id,Fahjah,35,788,[]
2ulEOi17CGvnTNd9RpY9AR,Saad Ayub,38,2415,[]
3xKft4OZPDbYIVVkvtUG20,Alexander Mickelthwate,16,6,[]
2PyT97wbUZvF6clgcl91cU,Kaii Dreams,30,3076,[]
0W03t1E2FUo9WAMBwhntuL,Ngyn,27,1025,[]
3ebzqfU7DnxiLHRijOFWnS,Soire,7,10,[]
2wSTR9z8MUOnzfxpjzKSvz,Bethany Marie,16,19,[]
3kcXzgvW7UmkBKrRWNEJ8w,Miró Quartet,23,379,['string quartet']
4R0EwsTKt1LIFcdezmuezM,Grandtheft,49,53047,"['bass trap', 'brostep', 'electronic trap']"
15wwDN0ZICXvhJLfom0hCt,Hudson Lee,31,477,[]
4ATsdgt2xenE0oh48AQWwv,Sole Vale,1,55,[]
4IH1vlyor9lCE2EQVnHmj1,William Whitehead,19,27,[]
1CJIcvG0AwRBiclbftNcDp,La Perla,28,1872,[]
37ULlrn82hkuT8wp7rwyAX,Bryn Liedl,33,698,[]
3T1RyRHwjOH22Bl04uMffB,Thugli,26,1578,['electronic trap']
6xDLMz9cVvkyG6n8BAV6Sm,Hooked On Cronic,20,815,[]
78gx7Zd63vPFpidsfVDBRO,Joan Lippincott,21,88,[]
2HLpaviaBKCfDaFcF3JnUG,Bozá,8,171,[]
4LXaqntarVcHPpcLpRj8fr,Mellow Fields,18,254,[]
5e0hjqvvs8KMGx3tE8h7Tf,KOREA TOWN ACID,0,1,[]
2r6duYAtl7k4r7BrQLWz1h,OKAii,9,24,[]
1b2X6owbUCm8QFq639DYFq,Polish Radio Symphony Orchestra,28,801,"['orchestra', 'radio symphony']"
3a9Fm0ZCXy8dBNU7FKNRey,Milmarías,8,759,[]
3j715uRkAjPRwIvUB7ruMC,Tamara Stefanovich,23,132,[]
4jUscfWxMwNhbyKwDcm0hg,NUDØ,34,130,"['montreal indie', 'pop edm']"
0AFbebB7EpLm1qzqBRwyWt,Jehan Alain,20,988,['classical organ']
3EGDTGoU2VeW0s3io8IbhC,Ann Crumb,21,118,[]
51HuK7DmNemMubD5rl0lbX,Los Pangurbes y el Ciudeblo,7,145,[]
2Lxz3aV3tZA4YVYYAqXPf8,Joël Bons,25,34,[]
1HllAiVOVAOKzwauzKp3bo,Mister Blonde,42,1212,[]
7uLvjFKAw1iwyrA3FrSkaa,Łukasz Borowicz,21,76,[]
4FoQJyBgyhdDCb1wdEgNZh,Hekler,40,11010,"['brostep', 'electro house', 'electronic trap', 'zapstep']"
1FpmlonaLgv3q4wuhJG2Lg,Yazzie,21,48,[]
2JP7XJ7fJoSXjNksXctM5e,Atlas Ensemble,24,10,[]
20V7LV9DwdkXUFFYNNlwK7,Nolan Koskinen,21,131,[]
4RXRqpg2y3e3RW9k2DoaTe,James Freeman,12,8,[]
5c3akKV3CUqAVOnGZqf4S3,Barely Alive,52,77799,"['bass trap', 'brostep', 'complextro', 'edm', 'electro house', 'electronic trap', 'moombahton', 'zapstep']"
6EWhGfGg8V2yTlY8MU98FD,Gabriel Batz,3,625,[]
5CHXXNuReinAFGk3pjWgOH,Melbourne Symphony Orchestra,42,1973,['orchestra']
23ZeV9sLvXEzB80mKSdhqb,Silkq,12,101,[]
6WxTDr3eh88JEx91Lg3vv4,Roldán Bernabé,20,0,[]
5JD5mJBIRz9pisqHn7SM7W,Kotek,40,1948,[]
7CAHUqKOd4yi4hz9eTU6nH,Eren AB,26,743,[]
5CCVtAWfKxsuiv5iEGHbQP,Taiji Takata,17,4,[]
750b4Am6C1drCvkmxlbEXv,Xiayin Wang,20,421,['classical piano']
13iBt0NnvWlaE9R21EW3s6,Ensemble Jacques Moderne,19,109,[]
6HQoKW0HOFSfkolUJIdWaB,Jphelpz,44,11419,"['brostep', 'filthstep', 'zapstep']"
6TeJpqb3PcvfHxjKAEKCNu,PRXJEK,49,31182,"['dark trap', 'emo rap', 'underground hip hop']"
1BEyKcixGeLyvFwGANJj8l,Carl Philipp Emanuel,22,0,[]
7x2O9CfI0L5k5fOMAtvW35,Enso String Quartet,12,102,[]
441CEOvGaT5vN1vYFjmqoR,Christina Naughton,23,38,[]
4zlw0jXUzd4dRcqI3Y1OiY,Boogie T,51,21744,"['brostep', 'electro house', 'electronic trap', 'zapstep']"
7tbMem2T4rnyYKXiUYJPCn,ANGELZ,37,7543,"['bass house', 'electro house']"
4UoT0VXtSeFODwe7DR3y34,Pulcinella Orchestra,33,41,[]
03mNwkOPahk1RQPvo0Atx0,Joanna Kurkowicz,10,26,[]
0gSvZOOKP86zFSkFDEPDWQ,Louis-Noël Bestion de Camboulas,25,24,[]
3NJ94iuAmmMjbszODYT6pO,Subtronics,49,26800,"['brostep', 'electronic trap', 'zapstep']"
4wJ7gER76tRe6yTO87KySS,Rossy,19,277,[]
50mnKnOEmIVxdz2mNoNOa5,Charles Richard-Hamelin,33,650,[]
7l4Z3eVa2FGRIQMGaRBtcW,En Shao,12,12,[]
2c7DYeJYKrfO53y45HlLSd,Léo margue,26,0,[]
31DUXycJt0YIBoMXLI5UdV,Trampa,47,33409,"['brostep', 'electro house', 'electronic trap', 'filthstep', 'moombahton', 'zapstep']"
4LqWBGZLvW0WNdcQA0Ta4W,Kiano,16,28,[]
4AcXapei4U7xnWecv9AEBd,Orchestre Symphonique de Montréal,53,4116,"['classical performance', 'orchestra']"
4owHMEP9uhInSylZs6jTpT,Seattle Symphony Chorale,15,45,['american choir']
7ECjPOD4JrRvEZBUMgbdrv,Anne Le Bozec,22,25,[]
2LKYdTjorWiwLF17VK5eI9,Konus,41,3767,[]
7gHP8csRF1CFaBUyx5yWK7,Below Bangkok,14,43,[]
30ax2qx1DxFoNH85xYQCmz,Célia Oneto Bensaïd,21,1,[]
26RHyTSsP5JoS4udf8txU5,YOOKiE,46,18866,"['brostep', 'electro house', 'electronic trap', 'zapstep']"
7H9wAvoo5GMeoIu5UitEXH,Joséphine Ambroselli,19,3,[]
34LuaqC7oxlHjEyB925Qgz,NetNobody,47,50666,[]
7gmGVshHJu1Oh6EqwkbMa9,SWTKRMA,19,14,[]
1OqEhSLpT0E2oRfRuE91aX,Maarten Engeltjes,29,294,[]
3TbFfHyWvQdppfL0TpWufG,INF1N1TE,51,13930,"['brostep', 'zapstep']"
7bccwQUcrZvBVJikmQOeEJ,Les Forces Majeures,26,1,[]
0DMEZLiozBGN9v24wCvbmO,Clipson,33,67,[]
05X5qdeeGgBQe115bTNlWu,Pede B,43,13533,"['danish hip hop', 'danish pop']"
3z1s38DEedEUnDX778wDpt,PRJCT Amsterdam,29,1,[]
3v8xf07HyOPxdX9lGJAJII,Los K-Ramones,5,52,[]
2uGNBmaWvxF6HAcWuhK7OP,Cookie Monsta,41,72953,"['brostep', 'dubstep', 'filthstep', 'zapstep']"
2rmq8jyOQONkcsrcgPG93K,Ravi Kuma,8,206,[]
7sP1bCZd4bnAU6Q6TGTh15,John Adams,24,1,[]
1018anDqhwhKxaTd9ZeVtU,The Frim,43,13717,"['brostep', 'filthstep', 'shiver pop', 'zapstep']"
6FaSJ1FXpb5QxKu77LPiZr,Sergent Garcia,36,22447,"['french reggae', 'latin alternative', 'ska jazz']"
2ihPQnVz8d2ePjGcXLbNf8,Sam Lamar,31,2980,[]
1rPBwxGjCnjJ91Z8j1wLlc,Royal Deceit,5,117,['danish metal']
07xL1WAbRibowOWCLT5eHy,LSO Percussion Ensemble,26,38,[]
1nr8dFeHWacZk5ILVukE5G,Wild Boyz!,47,2117,[]
3BQo5BN619XAEAbtxI3L1K,Andrés Felipe Molina,3,2,[]
6zhA5Vu3mPLVuSCf3RVtxH,Mahsa Vahdat,36,6680,"['classic persian pop', 'persian alternative', 'persian traditional']"
0DqyXytFE3qSI15jPYUSrQ,Mikey Ceaser,43,1683,[]
7jLr9hLgm1Ly5PNgVAXKnS,Joseph Havlat,24,0,[]
2m8lZUuPm2BLQ2c8gtIAV6,UBUR,40,5320,"['brostep', 'zapstep']"
3LdDuMrZN4bVSgsU9MybIO,Litoral,3,19,[]
5nqUtQMGVUQ1EfFl7gADJQ,Marjan Vahdat,33,983,[]
6L93bJoCWrPR2n6dQq8IVQ,Temujin,18,81,"['fallen angel', 'gothic symphonic metal', 'symphonic metal']"
0C1VOHhFkjMi5YKPpa5HjI,Trio Metral,24,11,[]
2mxNzGDRK6oFFJN8CqBUNr,Skellism,40,2508,[]
4DgmNZDjpk4Zj547a2bfcH,Buendia,27,1479,['colombian indie']
7iAwYDhe6RL86I2RwbPEgG,Charles Anthony Silvestri,22,4,[]
33V85rIqEG13X0uQPmGC89,Warez,40,1370,[]
4dvZ0abeUaiHm7Fu9Gj0PQ,Eptic,50,118911,"['bass trap', 'brostep', 'catstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'moombahton', 'zapstep']"
2zsxi3pmYhYkFeC6qYhH7K,Nadav Hertzka,23,28,[]
0C5OqfVCg4hl8uS0Sn6bRh,Pierre Certon,19,157,"['early music', 'french renaissance', 'renaissance']"
04vdWVjgi45nrMAxeCEVQe,Bear Grillz,49,82500,"['brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'zapstep']"
45eOANIj1vvkt8olH7Zh71,Spock,49,9388,['zapstep']
1EKhJjacXmWNA8zJaBF7Cm,Henri Sauguet,22,167,['avant-garde']
23DzvutdyC9J2ZXlovvLE9,Shimon,36,3451,"['drum and bass', 'jump up', 'jungle', 'neurofunk']"
4NsS37EcAaYzIJHs8USEcx,Stéphanie D'Oustrac,20,110,['classical mezzo-soprano']
6v1BAWFVNPbPJlnFHWR78D,FuntCase,42,52775,"['brostep', 'electro house', 'filthstep', 'zapstep']"
5DzPI26WZHcfgG9K2UTC7K,Sora,29,143,[]
0mGpC9eZs3rJQqs3IzBrWG,Joël Suhubiette,25,13,[]
4HVopeHcb4aGTBsfIRrRcQ,InsideInfo,41,10039,"['drum and bass', 'jump up', 'liquid funk', 'neurofunk']"
4yWvsA5YVPt4pQvOAPeI3f,Pascal Jourdan,19,4,[]
6UU6uoqbBiwayOXapYoBI0,Trilla,29,227,[]
2abmxnEVQZwz9OyQI9wvth,Ulla Bundies,17,0,[]
6eMxeu40Pztq2Y7ASquqi6,Mathieu Romano,25,6,[]
3z8SEnYy9gIRNrSVNJieXx,Oolacile,41,15868,"['brostep', 'zapstep']"
0Kw0fUQEISOSWhdGKvie61,Shaka Shams,9,175,[]
3zUhefdYPJXQFFVI7Bcqch,Mathieu Dubroca,17,0,[]
2qzpSZAf2BgnOlNVGliHKP,Adrien La Marca,25,62,['viola']
5cfALf5vLhWIo7VeIh4fQX,xKore,40,21839,"['brostep', 'filthstep', 'zapstep']"
0cXXbmYm9D3A9BumYL1rtG,Krankk,8,65,[]
271iZQZ7yhCtFfjrOFKrBc,Michelle Naughton,23,17,[]
58MEqEE2029jp6KTWTt1hO,Gentlemens Club,37,9454,"['brostep', 'zapstep']"
48kI1YFUxGb92t9VvM1MxU,Josef Zák,27,0,[]
1wNvdIa8eT2esC69lK54vk,Miss Angel,8,29,[]
62NpTSEcCWRqHFbfe1VlJG,Edsonn,10,62,[]
3qes1v684M3fbpOnz9Mc8E,Marie Perbost,20,13,[]
34krK3AW06onvB0x7mfkkN,Terravita,42,24060,"['bass trap', 'brostep', 'edm', 'electro house', 'filthstep', 'jump up', 'zapstep']"
0jvOX2nt5fuDtuMF5kZoU8,Pablo Sosa del Rosario,22,1,[]
2sCOfelbeUsXIEfp8QDcCY,Sid Banks,10,52,[]
7iy8L2sZVT2ae2pWZWadrs,Masai Jr,7,302,['belgian hip hop']
25iprcvBsfduvCePYhpsLX,Fort Worth Symphony Orchestra,33,133,[]
3eIM4tCQTGJXb0RDPfF2wL,AFK,43,21777,"['brostep', 'electro house', 'electronic trap', 'filthstep', 'zapstep']"
5gBMpIeE2zqYUoBOYD9lKB,Alex Lucas,33,386,[]
6MuiAYubYY3YXAc1LkBNpR,Bringhim,17,637,['belgian hip hop']
4u14mki7TR1Ea0OmCkCZL0,Edgar Moreau,32,1439,['classical cello']
44Obo7V2p3c2Yxk05tKu2v,Jay Fresh,35,217,[]
1vrf07lFwtwOmZxqH2Z33s,Camilo Velez,5,18,[]
7HNAsNFhHbi6TE8w3nuxiE,1KMARLON,1,21,[]
6x3oW98rxl8hjaTP7Ykt0t,BEFFROI,21,961,['belgian hip hop']
3bXdiDkHd5cWMFSzWB1Tkl,Raphaël Merlin,26,22,[]
3H3D3CuJjtR91t1XLWtSBU,M13,10,57,[]
3EIuONvXk0B7gF0pLjKmm5,Toño Restrepo,3,54,[]
1KqP5MKz8cYj26nv20rU1g,Amazumi,5,138,['belgian hip hop']
6edn7w0sjyIO56ONYW8JLE,Bad Wave,24,2048,['indie psych-rock']
714BxIYCFvSENkMWlaCwfi,Miss Angel,7,126,[]
1mSveHHqVJP7XSIXCMk5wt,Peet,30,931,[]
5sybGvUyQHfibELlCwwoQY,Kai wén,5,69,[]
1Szfi4xaaO20Ecj2eDBwjn,Dudu Portes,27,5,[]
7Deq6h1m0Wfx2CVkRnz2DB,Amo Achille,18,171,['belgian hip hop']
3RTgdkPnB4iu9KNOnPHvp1,IAMGUNZ,18,1306,['belgian hip hop']
210tC5HRo1NpbeqCvWlJuv,Jim Snidero,38,896,['jazz saxophone']
4emLm5IIufRxMupCYZB3DP,Ko Omura,42,29,[]
5Nln6cLGsUqsNv0JhV88oV,David Jahmill,2,24,[]
4d73pkSAEvk4LdXH4DTyxq,Davy Mooney,42,180,[]
76BA0HV1NClEUVOhhZhlfS,Kiid Le Roi,10,108,[]
2MGK5rV3sBiI1UW1hjYDD8,Echoes of Swing,40,628,[]
6dz608P8sHylVvVVo5OLx2,Marcus Roberts,37,3683,"['jazz piano', 'stride']"
1WPGDHmfS71j279x4Xglwu,Fredo $avage,7,33,[]
6WPu073KUfyLXE41VEW9Ik,Anders Mogensen,40,87,[]
5aQKOvhimUGFQDDhFq52qs,Flexuptown,5,85,[]
2OfIB3yNJjX3AElLJnz8am,Courtney Pine,41,5787,"['british jazz', 'jazz saxophone']"
5jbhnx6fldux0SmOJJZR8G,Stereocuco,9,131,[]
1mMUzAMrNqoTHgtxA0dZi6,Caballero & JeanJass,61,126448,"['belgian hip hop', 'french hip hop', 'trap francais']"
7vRtxQT9nKIPHA36iDrCul,Yelena Eckemoff,37,459,[]
398OLP0K6sxmwsYaB7Wnmj,Robert Hurst,37,478,['jazz double bass']
6sWXBJvbGa2FPtH4lQhAlW,Tropickup,5,74,[]
7oOwWjMYXYePllX28E6sQh,Anser,26,38,[]
7KLg0R9RSUabK2CG2MTbBJ,Jimmy Cobb,40,1080,['jazz drums']
6sGRzzszXhAo63o0iHBs7R,Carl Winther,40,118,[]
7ffoD3rhARHcuKeMTThKa4,Eugene Ramey,36,10,[]
5cV9Dza9Slv8jlGAzYYiCy,Lucio Feuillet,22,1280,['colombian indie']
3uNXTOgcQ6TicgSBpOHMLl,Jazz Maeson,6,8,[]
40dDbzt73FjgMz9bUK65R5,Elias Silva,32,41438,['brazilian gospel']
4REsbbka8Bf33uErWPdAnH,"Gus Johnson, Jr.",36,41,[]
5ImRopHLaLeCh23taUFeQI,Nancy Cano,4,0,[]
3z5maWY94RqkaIis3Xh3M8,Josly Meso,40,886,[]
4RGnzKivDOho4IMMMdSNXJ,Massao Suguihara,34,300,[]
0UNmTLmOIClt5YDeEkZuk1,Chris Cheek,40,2035,"['contemporary jazz', 'jazz saxophone']"
6epXhvywkJ2aWjO6e5LJ0U,Buddy Tate,37,1019,['jazz saxophone']
3OIqsixUgypKXGmU50iCZ5,Trópico Esmeralda,4,38,['colombian rock']
2vITZovJRCRAywLXzKqEje,Adriana Lizcano,15,9,[]
4D0WfOUqTzqKysXt33VL3j,Michel'le,40,88632,"['new jack swing', 'quiet storm', 'urban contemporary']"
7p1C6cbN2rgBErzfB1u3Z7,Julian Dash,36,128,['jazz saxophone']
2saVhSlCKjNZnW4QZcFHkE,Velandia y La Tigra,24,2510,['colombian rock']
34GjZMS9OneCAzsZxToZyM,Ana María Villa,5,0,[]
1vaOLxWPpsv5LVsSHBy9tF,Jason Upton,55,80107,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
2oWRKLPtteLL12fsHQEr1b,나선,18,0,[]
44srTNCsb7UzMc2L0dnABg,Animales Blancos,5,299,[]
12H1Dmi64fAmmARrsyVFzy,Trip Lee,57,231467,"['christian hip hop', 'christian trap']"
0BhFfJmScFj7OzqVaDqnSv,Hank Jones,44,12215,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']"
3NEbGrK1xXcTac2hAWaDOM,Yang Dail,24,29,[]
7v7PLqTrbbzOuDYRtmLK76,The Bridge,19,124,[]
07RneuQafxLKe0gPYVd2Ko,Lion Reggae,33,32925,['reggae en espanol']
0uMdSPqGMACq3BFqRSaEQ5,Czar Josh,27,425,[]
4axppWITVnSFvu6qEiMeHs,Caleb Tucker,36,103,[]
7dtLB4nNk2VStOyW10p3od,COTA,20,37,[]
2klhHHmpW7xu4lmdLm7ULj,Kate Kim,26,529,[]
4tSBsnTqYpx7WBMt9WEq1E,Andrés Corredor,4,34,[]
1ZFNcadNEdXBINRj8YJf5y,Aon Smith,17,177,[]
1I402d4s0Xe8EntQI3u96l,Sevin,45,17189,"['christian hip hop', 'christian trap']"
4pkhTOelwMHVvfxkRXC4Qc,Eunchae,19,2,[]
5IMXUzbeAyevQmvtOhXQGi,DOYOUNG,42,20533,[]
0ebNdVaOfp6N0oZ1guIxM8,SUGA,51,17669,[]
0GdzQJqgRL5SHp7kXOKba0,Wande,35,2703,"['christian hip hop', 'christian trap']"
1AkAeC2kRjTiMFqIkAJbcb,Trae Perry,36,89,[]
6H9BOh1aFTuoa6xFMV3z8g,1ho,34,34,[]
5FCF1SbJyriEYn8j41v0yn,KIM BUMSOO,32,444,[]
0xWNovyaTeN6yIx0x2ERiv,Soul Stayz,12,150,[]
0k9MEyUMyo7Tx0F1C1cnCi,Ilish,17,344,[]
38Cu9G5VYON5pk76RdKyGd,NaktaCho2,18,26,[]
2TcRGEZR3tYPVDe71l5Fui,Julián Mayorga,19,479,"['colombian indie', 'nu-cumbia']"
6MqxpdnAX09GQsbhc0bvrZ,Espresso,25,607,[]
43fQOvRHigfApnc4GmYYPf,Upper Room Music,40,18447,"['anthem worship', 'deep ccm']"
6T86uN02MAjAayagSHKIpA,HeeSun Lee,26,4666,['spoken word']
58BWh3yJrluDugLv0QF0eC,Lee So Ra,52,7616,[]
26W2arAlXmTgLeLdJ2nwSq,Jane Doe,33,435,[]
0KL1tXshbivm72a4PAWUjF,Michael Farren,36,891,"['anthem worship', 'ccm']"
4YtpgT3n3bJlBOKNINVXi4,Reagan Barham,18,264,[]
0zNxCxEjUGAsb6ygZd27fC,Chai,38,74,[]
5gv2yt9ii2nJ2tu39FPigj,InI,48,1332,['jazz rap']
2BnZSEAPhFsB1RIyeEgXmN,FU-Schnickens,37,43940,"['bboy', 'east coast hip hop', 'hardcore hip hop', 'hip hop']"
0ge8ZPlUr61ThW1sWgfBtb,Kim,24,1290,[]
7EhVfkEbLB64DCZv7Gnqjl,Hailey Jeong,21,3,[]
4trFlc6c04qfpnCGvlqFCV,Organized Konfusion,29,25493,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap']"
7IzGAGiDnAL0ivcZPquZew,Edilson Maia,19,295,[]
748MGeLsgxl6GVGuDvHbsY,Jubei,32,5437,"['deep liquid bass', 'drum and bass', 'drumfunk', 'jungle', 'liquid funk', 'neurofunk']"
7JGHjWlWkG5A8cB7HzQL0x,Jan Harbeck Quartet,38,455,[]
7CFCc9MBYLKx0NfLeHnsQj,Blake Saint David,41,608,[]
3qx2yf9Xs1D5d9D6klJvrX,Pastor Edvaldo Oliveira,25,2710,[]
5QbOuUmlQQuhEY7CdX1TUj,Saskilla,30,7082,"['grime', 'uk drill']"
6Piel9jEbV4Qb18Yw1B2dI,State of Mind,46,18776,"['drum and bass', 'jump up', 'liquid funk', 'neurofunk']"
0tdWD3Wpf0kyUYI6zeT1w3,Walt Weiskopf,40,961,[]
6q93nJDw6NDxrbLWHTTul8,Fefi,47,1433,[]
6Kyg6P9sieWg9C9AHvlQw8,Márcio Werneck,19,34,[]
0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,66,640682,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
3xN9MVxmlCH7RwHKViDgPb,Daniel Franck,40,16,[]
34OTRVwyaE8DkOrGMQa7Ah,LATENIGHTJIGGY,11,40,[]
7auVoAwdrloWdyKULVOauu,MfnMelo,43,750,[]
5D7j3YOhscvrld2WzjSIpN,Phife Dawg,38,19385,['east coast hip hop']
3W1ubrHvNSMltB1l7zo6xt,Kasra,35,4603,"['deep dnb', 'deep liquid bass', 'neurofunk']"
2NxFqOk7uZCe0hxfohdWJX,Triosence,39,3789,['german jazz']
3FA8xLCpebKezt7fakmFm1,Bad Angel,6,5,[]
7x5msB6JYdzIFNvmkMPXFs,Kxrn,35,51,[]
47PW7jNEh3qCVQWq4rsrmP,Tammy Lucas,39,135,[]
0P8V2XSw1mIo8739T1qjzr,Bizzle,48,47368,"['christian hip hop', 'christian trap']"
0RAj4cXWietdNzd94osANm,John Moulder,37,373,[]
4hZlHV8MCv6YJlTMr1xOKC,Dachzner,8,12,[]
6WIl7v3MqdJTUtG5EEDlOu,HA,34,660,[]
0VzwcKIcGtWlNa3OW0t1BZ,Michael Hughes Watson,29,262,[]
2RhGXxsDpB0eB122Ce3WYB,John Givez,45,23426,"['christian hip hop', 'christian trap']"
